width,batch-time,learning-rate,replicate,beta_percent_err,beta_fit,beta_true,gamma_percent_err,gamma_fit,gamma_true,delta_percent_err,delta_fit,delta_true
15.0,64.0,0.1,25.0,0.5768816542701926,0.6346775185947111,1.5,0.1936911530622892,2.4189265408131324,3.0,0.10035787642389726,1.1003578764238973,1.0
5.0,64.0,0.1,1.0,0.25545206315738483,1.1168219052639228,1.5,0.05297957767509942,2.8410612669747017,3.0,0.16610810934948117,1.1661081093494812,1.0
25.0,64.0,0.1,5.0,0.09612056612677906,1.3558191508098314,1.5,0.01988609809183517,2.9403417057244945,3.0,0.18771655284821342,1.1877165528482134,1.0
25.0,64.0,0.1,7.0,0.41719121561688,0.87421317657468,1.5,0.13204594515368143,2.6038621645389557,3.0,0.14681479287657262,1.1468147928765726,1.0
15.0,64.0,0.1,17.0,0.4126516353002676,0.8810225470495986,1.5,0.14672399870227362,2.559828003893179,3.0,0.12755580794572774,1.1275558079457277,1.0
5.0,64.0,0.1,15.0,0.37498362657224477,2.062475439858367,1.5,0.03964709364380825,2.8810587190685752,3.0,0.021605024240851867,1.0216050242408519,1.0
15.0,64.0,0.1,5.0,0.5768985004532584,0.6346522493201124,1.5,0.14868599310832767,2.553942020675017,3.0,0.1805768296434731,1.180576829643473,1.0
5.0,32.0,0.1,11.0,1.956839483440176,4.435259225160264,1.5,0.06671419742047362,2.799857407738579,3.0,0.15886532465131986,1.1588653246513199,1.0
5.0,32.0,0.1,16.0,5.389265038232241,9.583897557348362,1.5,0.12777720745536728,2.616668377633898,3.0,0.08149777959053894,1.081497779590539,1.0
15.0,64.0,0.1,26.0,0.3650334478028703,0.9524498282956946,1.5,0.06400699176635365,2.807979024700939,3.0,0.18952661526387904,1.189526615263879,1.0
15.0,32.0,0.1,9.0,10.04139454255779,16.562091813836684,1.5,0.06351394454171529,2.809458166374854,3.0,0.06469717152132337,1.0646971715213234,1.0
15.0,32.0,0.1,2.0,10.821703426531839,17.732555139797757,1.5,0.05108734114324909,2.8467379765702527,3.0,0.06182422850699254,1.0618242285069925,1.0
