SSE,RMSE,TimeTaken,NumParams,Mechanistic Error,Hidden Layers,Layer Dimensions,niters,data size,batch time,batch size
8.3384952545166,0.234218955039978,91.390674829483,134,4.53692669165786,1,(26),5000,50,16,256
10.2663898468018,0.259888499975204,92.2752335071564,134,4.57207509770524,1,(26),5000,50,16,256
10.084433555603,0.257575154304504,91.4658472537994,134,4.8372559360601,1,(26),5000,50,16,256
10.5264091491699,0.263159066438675,92.0059621334076,134,4.6362825743272,1,(26),5000,50,16,256
10.7321939468384,0.265718907117844,91.9718217849731,134,4.66330320285226,1,(26),5000,50,16,256
10.5147266387939,0.26301297545433,94.2622711658478,134,4.57692321572453,1,(26),5000,50,16,256
7.16166687011719,0.217062741518021,92.2877244949341,134,4.61446341099683,1,(26),5000,50,16,256
15.1648006439209,0.315861403942108,92.9226741790771,134,4.52271873187798,1,(26),5000,50,16,256
10.4271965026855,0.261915981769562,92.2967619895935,144,4.63987114496762,1,(28),5000,50,16,256
10.1206741333008,0.258037567138672,92.57484126091,144,4.56937813422177,1,(28),5000,50,16,256
12.8145322799683,0.290355175733566,92.4565892219544,144,4.76223084066995,1,(28),5000,50,16,256
12.8768138885498,0.291059911251068,92.7435290813446,144,4.97359558552969,1,(28),5000,50,16,256
11.7734518051147,0.278310835361481,92.4882116317749,144,4.77420360963792,1,(28),5000,50,16,256
5.59832763671875,0.191914305090904,92.3371329307556,144,4.4496572615183,1,(28),5000,50,16,256
8.69404411315918,0.23916032910347,92.6532051563263,144,4.77666844161926,1,(28),5000,50,16,256
6.02565097808838,0.199104100465775,92.4275190830231,144,4.553320249971,1,(28),5000,50,16,256
7.99019002914429,0.229275032877922,92.6012055873871,154,4.57694194990676,1,(30),5000,50,16,256
7.68041229248047,0.224786624312401,92.6809513568878,154,4.73215772337746,1,(30),5000,50,16,256
9.17876815795898,0.245736911892891,93.1478223800659,154,4.81411351166433,1,(30),5000,50,16,256
9.90916538238525,0.255327016115189,93.1820657253265,154,4.42798455382232,1,(30),5000,50,16,256
13.4169569015503,0.297101736068726,93.445663690567,154,4.80634657740971,1,(30),5000,50,16,256
9.47124862670898,0.249621406197548,93.3539245128632,154,5.03889588294085,1,(30),5000,50,16,256
9.46726989746094,0.249568969011307,93.3638823032379,154,4.53606018638005,1,(30),5000,50,16,256
10.6045227050781,0.264133661985397,93.1352200508118,154,4.81989617182058,1,(30),5000,50,16,256
